Pixels, Value
0, 0,0086803755052959
26,9, 0,0599905585627848
27, 0,0599905585627848
27,1, 0,0599905585627848
27,2, 0,0599905585627848
27,3, 0,0644137257986505
27,4, 0,0644137257986505
27,5, 0,0644137257986505
27,6, 0,0644137257986505
27,7, 0,0644137257986505
27,8, 0,0644137257986505
27,9, 0,0644137257986505
28, 0,0644137257986505
28,1, 0,0644137257986505
28,2, 0,0644137257986505
28,3, 0,0726900272987123
28,4, 0,0726900272987123
28,5, 0,0726900272987123
28,6, 0,0726900272987123
28,7, 0,0726900272987123
28,8, 0,0726900272987123
28,9, 0,0726900272987123
29, 0,0726900272987123
29,1, 0,0726900272987123
29,2, 0,0726900272987123
29,3, 0,0839319433729027
29,4, 0,0839319433729027
29,5, 0,0839319433729027
29,6, 0,0839319433729027
29,7, 0,0839319433729027
29,8, 0,0839319433729027
29,9, 0,0839319433729027
30, 0,0839319433729027
30,1, 0,0839319433729027
30,2, 0,0839319433729027
30,3, 0,0958809889562526
30,4, 0,0958809889562526
30,5, 0,0958809889562526
30,6, 0,0958809889562526
30,7, 0,0958809889562526
30,8, 0,0958809889562526
30,9, 0,0958809889562526
31, 0,0958809889562526
31,1, 0,0958809889562526
31,2, 0,0958809889562526
31,3, 0,111639875160381
31,4, 0,111639875160381
31,5, 0,111639875160381
31,6, 0,111639875160381
31,7, 0,111639875160381
31,8, 0,111639875160381
31,9, 0,111639875160381
32, 0,111639875160381
32,1, 0,111639875160381
32,2, 0,111639875160381
32,3, 0,136634738627002
32,4, 0,136634738627002
32,5, 0,136634738627002
32,6, 0,136634738627002
32,7, 0,136634738627002
32,8, 0,136634738627002
32,9, 0,136634738627002
33, 0,143554505966635
33,1, 0,143554505966635
33,2, 0,143554505966635
33,3, 0,181537462458636
33,4, 0,181537462458636
33,5, 0,181537462458636
33,6, 0,181537462458636
33,7, 0,181537462458636
33,8, 0,181537462458636
33,9, 0,181537462458636
34, 0,181537462458636
34,1, 0,181537462458636
34,2, 0,181537462458636
34,3, 0,181537462458636
34,4, 0,21200175621039
34,5, 0,21200175621039
34,6, 0,21200175621039
34,7, 0,21200175621039
34,8, 0,21200175621039
34,9, 0,21200175621039
35, 0,21200175621039
35,1, 0,21200175621039
35,2, 0,21200175621039
35,3, 0,21200175621039
35,4, 0,231411739676097
35,5, 0,231411739676097
35,6, 0,231411739676097
35,7, 0,231411739676097
35,8, 0,231411739676097
35,9, 0,231411739676097
36, 0,231411739676097
36,1, 0,231411739676097
36,2, 0,231411739676097
36,3, 0,231411739676097
36,4, 0,250720704640496
36,5, 0,250720704640496
36,6, 0,250720704640496
36,7, 0,250720704640496
36,8, 0,250720704640496
36,9, 0,250720704640496
37, 0,250720704640496
37,1, 0,250720704640496
37,2, 0,250720704640496
37,3, 0,250720704640496
37,4, 0,278082287280631
37,5, 0,278082287280631
37,6, 0,278082287280631
37,7, 0,278082287280631
37,8, 0,278082287280631
37,9, 0,278082287280631
38, 0,278082287280631
38,1, 0,278082287280631
38,2, 0,278082287280631
38,3, 0,278082287280631
38,4, 0,299072488731093
38,5, 0,299072488731093
38,6, 0,299072488731093
38,7, 0,299072488731093
38,8, 0,299072488731093
38,9, 0,299072488731093
39, 0,299072488731093
39,1, 0,299072488731093
39,2, 0,299072488731093
39,3, 0,299072488731093
39,4, 0,310610244701972
39,5, 0,310610244701972
39,6, 0,310610244701972
39,7, 0,310610244701972
39,8, 0,310610244701972
39,9, 0,310610244701972
40, 0,310610244701972
40,1, 0,310610244701972
40,2, 0,310631891523681
40,3, 0,310631891523681
40,4, 0,313150138449158
40,5, 0,313150138449158
40,6, 0,313150138449158
40,7, 0,313150138449158
40,8, 0,313150138449158
40,9, 0,313150138449158
41, 0,313150138449158
41,1, 0,313150138449158
41,2, 0,313150138449158
41,3, 0,313150138449158
41,4, 0,307500317983117
41,5, 0,307500317983117
41,6, 0,307500317983117
41,7, 0,307500317983117
41,8, 0,307500317983117
41,9, 0,307500317983117
42, 0,307500317983117
42,1, 0,307500317983117
42,2, 0,307500317983117
42,3, 0,307500317983117
42,4, 0,301085643150027
42,5, 0,301085643150027
42,6, 0,301085643150027
42,7, 0,301085643150027
42,8, 0,301085643150027
42,9, 0,301085643150027
43, 0,301085643150027
43,1, 0,301085643150027
43,2, 0,301085643150027
43,3, 0,301085643150027
43,4, 0,29709541234834
43,5, 0,29709541234834
43,6, 0,29709541234834
43,7, 0,29709541234834
43,8, 0,29709541234834
43,9, 0,29709541234834
44, 0,29709541234834
44,1, 0,29709541234834
44,2, 0,29709541234834
44,3, 0,29709541234834
44,4, 0,297239724493067
44,5, 0,297239724493067
44,6, 0,297239724493067
44,7, 0,297239724493067
44,8, 0,297239724493067
44,9, 0,297239724493067
45, 0,297239724493067
45,1, 0,297239724493067
45,2, 0,297239724493067
45,3, 0,297239724493067
45,4, 0,297239724493067
45,5, 0,297088196741104
45,6, 0,297088196741104
45,7, 0,297088196741104
45,8, 0,297088196741104
45,9, 0,297088196741104
46, 0,297088196741104
46,1, 0,297088196741104
46,2, 0,297088196741104
46,3, 0,297088196741104
46,4, 0,297088196741104
46,5, 0,298141675397607
46,6, 0,298141675397607
46,7, 0,298141675397607
46,8, 0,298141675397607
46,9, 0,298141675397607
47, 0,298141675397607
47,1, 0,298141675397607
47,2, 0,298141675397607
47,3, 0,298141675397607
47,4, 0,298141675397607
47,5, 0,290853912088921
47,6, 0,290853912088921
47,7, 0,290853912088921
47,8, 0,290853912088921
47,9, 0,290853912088921
48, 0,290853912088921
48,1, 0,290853912088921
48,2, 0,290853912088921
48,3, 0,290853912088921
48,4, 0,290853912088921
48,5, 0,282974468986857
48,6, 0,282974468986857
48,7, 0,282974468986857
48,8, 0,282974468986857
48,9, 0,282974468986857
49, 0,282974468986857
49,1, 0,282974468986857
49,2, 0,282974468986857
49,3, 0,282974468986857
49,4, 0,282974468986857
49,5, 0,279684152087094
49,6, 0,279684152087094
49,7, 0,279684152087094
49,8, 0,279684152087094
49,9, 0,279684152087094
50, 0,279684152087094
50,1, 0,279684152087094
50,2, 0,279684152087094
50,3, 0,279684152087094
50,4, 0,279684152087094
50,5, 0,283522855136818
50,6, 0,283522855136818
50,7, 0,283522855136818
50,8, 0,283522855136818
50,9, 0,283522855136818
51, 0,283522855136818
51,1, 0,283522855136818
51,2, 0,283522855136818
51,3, 0,283522855136818
51,4, 0,283522855136818
51,5, 0,290009686042272
51,6, 0,290009686042272
51,7, 0,290009686042272
51,8, 0,290009686042272
51,9, 0,290009686042272
52, 0,290009686042272
52,1, 0,290009686042272
52,2, 0,290009686042272
52,3, 0,290009686042272
52,4, 0,290009686042272
52,5, 0,289915883148199
52,6, 0,289915883148199
52,7, 0,289915883148199
52,8, 0,289915883148199
52,9, 0,289915883148199
53, 0,289915883148199
53,1, 0,289915883148199
53,2, 0,289915883148199
53,3, 0,289915883148199
53,4, 0,289915883148199
53,5, 0,288119196946355
53,6, 0,288119196946355
53,7, 0,288119196946355
53,8, 0,288119196946355
53,9, 0,288119196946355
54, 0,288119196946355
54,1, 0,288119196946355
54,2, 0,288119196946355
54,3, 0,288119196946355
54,4, 0,288119196946355
54,5, 0,288920129349587
54,6, 0,288920129349587
54,7, 0,290182860615943
54,8, 0,290182860615943
54,9, 0,290182860615943
55, 0,290182860615943
55,1, 0,290182860615943
55,2, 0,290182860615943
55,3, 0,290182860615943
55,4, 0,290182860615943
55,5, 0,290182860615943
55,6, 0,288696445525261
55,7, 0,288696445525261
55,8, 0,288696445525261
55,9, 0,288696445525261
56, 0,288696445525261
56,1, 0,288696445525261
56,2, 0,288696445525261
56,3, 0,288696445525261
56,4, 0,288696445525261
56,5, 0,288696445525261
56,6, 0,283472345886164
56,7, 0,283472345886164
56,8, 0,283472345886164
56,9, 0,283472345886164
57, 0,283472345886164
57,1, 0,283472345886164
57,2, 0,283472345886164
57,3, 0,283472345886164
57,4, 0,283472345886164
57,5, 0,283472345886164
57,6, 0,281430329038284
57,7, 0,281430329038284
57,8, 0,281430329038284
57,9, 0,281430329038284
58, 0,281430329038284
58,1, 0,281430329038284
58,2, 0,281430329038284
58,3, 0,281430329038284
58,4, 0,281430329038284
58,5, 0,281430329038284
58,6, 0,285658674878769
58,7, 0,285658674878769
58,8, 0,285658674878769
58,9, 0,285658674878769
59, 0,285658674878769
59,1, 0,285658674878769
59,2, 0,285658674878769
59,3, 0,285658674878769
59,4, 0,285658674878769
59,5, 0,285658674878769
59,6, 0,28899228542195
59,7, 0,28899228542195
59,8, 0,28899228542195
59,9, 0,28899228542195
60, 0,28899228542195
60,1, 0,28899228542195
60,2, 0,28899228542195
60,3, 0,28899228542195
60,4, 0,28899228542195
60,5, 0,28899228542195
60,6, 0,287433714258905
60,7, 0,287433714258905
60,8, 0,287433714258905
60,9, 0,287433714258905
61, 0,287433714258905
61,1, 0,287433714258905
61,2, 0,287433714258905
61,3, 0,287433714258905
61,4, 0,287433714258905
61,5, 0,287433714258905
61,6, 0,283703245317726
61,7, 0,283703245317726
61,8, 0,283703245317726
61,9, 0,283703245317726
62, 0,281726168934973
62,1, 0,281726168934973
62,2, 0,281726168934973
62,3, 0,281726168934973
62,4, 0,281726168934973
62,5, 0,281726168934973
62,6, 0,283638304852599
62,7, 0,283638304852599
62,8, 0,283638304852599
62,9, 0,283638304852599
63, 0,283638304852599
63,1, 0,283638304852599
63,2, 0,283638304852599
63,3, 0,283638304852599
63,4, 0,283638304852599
63,5, 0,283638304852599
63,6, 0,286380235602402
63,7, 0,286380235602402
63,8, 0,286380235602402
63,9, 0,286380235602402
64, 0,286380235602402
64,1, 0,286380235602402
64,2, 0,286380235602402
64,3, 0,286380235602402
64,4, 0,286380235602402
64,5, 0,286380235602402
64,6, 0,289959176791617
64,7, 0,289959176791617
64,8, 0,289959176791617
64,9, 0,289959176791617
65, 0,289959176791617
65,1, 0,289959176791617
65,2, 0,289959176791617
65,3, 0,289959176791617
65,4, 0,289959176791617
65,5, 0,289959176791617
65,6, 0,292109427748041
65,7, 0,292109427748041
65,8, 0,292109427748041
65,9, 0,292109427748041
66, 0,292109427748041
66,1, 0,292109427748041
66,2, 0,292109427748041
66,3, 0,292109427748041
66,4, 0,292109427748041
66,5, 0,292109427748041
66,6, 0,292109427748041
66,7, 0,292715538755893
66,8, 0,292715538755893
66,9, 0,292715538755893
67, 0,292715538755893
67,1, 0,292715538755893
67,2, 0,292715538755893
67,3, 0,292715538755893
67,4, 0,292715538755893
67,5, 0,292715538755893
67,6, 0,292715538755893
67,7, 0,291402298238882
67,8, 0,291402298238882
67,9, 0,291402298238882
68, 0,291402298238882
68,1, 0,291402298238882
68,2, 0,291402298238882
68,3, 0,291402298238882
68,4, 0,291402298238882
68,5, 0,291402298238882
68,6, 0,291402298238882
68,7, 0,29073846237314
68,8, 0,29073846237314
68,9, 0,29073846237314
69, 0,29073846237314
69,1, 0,29073846237314
69,2, 0,290709599944195
69,3, 0,290709599944195
69,4, 0,290709599944195
69,5, 0,290709599944195
69,6, 0,290709599944195
69,7, 0,290233369866598
69,8, 0,290233369866598
69,9, 0,290233369866598
70, 0,290233369866598
70,1, 0,290233369866598
70,2, 0,290233369866598
70,3, 0,290233369866598
70,4, 0,290233369866598
70,5, 0,290233369866598
70,6, 0,290233369866598
70,7, 0,286849250072762
70,8, 0,286849250072762
70,9, 0,286849250072762
71, 0,286849250072762
71,1, 0,286849250072762
71,2, 0,286849250072762
71,3, 0,286849250072762
71,4, 0,286849250072762
71,5, 0,286849250072762
71,6, 0,286849250072762
71,7, 0,283154859167765
71,8, 0,283154859167765
71,9, 0,283154859167765
72, 0,283154859167765
72,1, 0,283154859167765
72,2, 0,283154859167765
72,3, 0,283154859167765
72,4, 0,283154859167765
72,5, 0,283154859167765
72,6, 0,283154859167765
72,7, 0,280708768314652
72,8, 0,280708768314652
